Position,"Track Name",Artist,Streams,URL
16,"Bad Things - With Camila Cabello","Machine Gun Kelly",14520022,https://open.spotify.com/track/6H2TKJ9KJfcq6MRmw2cF20
17,"Just Hold On","Steve Aoki",14376142,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
18,"Fake Love",Drake,13640695,https://open.spotify.com/track/6NMNgWgEAzde5M8U3lc6FN
19,Issues,"Julia Michaels",13339204,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
20,"How Far I'll Go - From ""Moana""","Alessia Cara",13268043,https://open.spotify.com/track/5EbX5xL3O2xT8FxCpYzgUO
21,"Bounce Back","Big Sean",13223799,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
22,"Let Me Love You","DJ Snake",12818870,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
23,"24K Magic","Bruno Mars",12740990,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
24,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",12674701,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
25,"All Night","The Vamps",12049520,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW
26,"Solo Dance","Martin Jensen",11515089,https://open.spotify.com/track/3R6dPfF2yBO8mHySW1XDAa
27,"One Dance",Drake,11248145,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
28,"Hear Me Now",Alok,11017194,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
29,"Side To Side","Ariana Grande",10645741,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
30,"All Time Low","Jon Bellion",10554492,https://open.spotify.com/track/0SuLAslEMFZAXf0SwY7syi
31,Weak,AJR,10540849,https://open.spotify.com/track/3TJk0aoXM0knrOlgd1fnbx
32,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",10280398,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
33,"Reggaetón Lento (Bailemos)",CNCO,10206700,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
34,"Shed a Light","Robin Schulz",10136705,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
35,"Now and Later","Sage The Gemini",9953628,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd
36,"Black Beatles","Rae Sremmurd",9859294,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
37,"In the Name of Love","Martin Garrix",9858834,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S
38,"Love Me Now","John Legend",9579430,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
39,"El Amante","Nicky Jam",9338508,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
