Position,"Track Name",Artist,Streams,URL
185,3500,"Travis Scott",536398,https://open.spotify.com/track/49SrrLoFCJgy3zHMq3COto
186,"Hold My Hand","Jess Glynne",535631,https://open.spotify.com/track/1i1rNVtxbE7rdFfpHuNq2j
187,"Hold Back The River","James Bay",533710,https://open.spotify.com/track/1KZyVnyptQcPzkx7ELCnZC
188,Forever,Drake,533540,https://open.spotify.com/track/1KOQDCDZw0IyGWohNncC8V
189,Apparently,"J. Cole",533237,https://open.spotify.com/track/1HNs07uZxZniPNmniw2GTa
190,Loyal,"Chris Brown",532937,https://open.spotify.com/track/7kqcudBGM74MXVoYMaoWkC
191,"All About That Bass","Meghan Trainor",532726,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7
192,"Sweater Weather","The Neighbourhood",522460,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
193,"Peanut Butter Jelly",Galantis,522333,https://open.spotify.com/track/3aIhJDHxr1kgTSnutJxPTH
194,"Diamond Rings And Old Barstools","Tim McGraw",521998,https://open.spotify.com/track/5FIb3CWPjub8C5Yu2IxzTj
195,Trumpets,"Jason Derulo",521633,https://open.spotify.com/track/6jizk5lOUnfpaZXYMdfeC6
196,"Best Day Of My Life","American Authors",521333,https://open.spotify.com/track/5j9iuo3tMmQIfnEEQOOjxh
197,"Lord Pretty Flacko Jodye 2 (LPFJ2)","A$AP Rocky",518020,https://open.spotify.com/track/1j6kDJttn6wbVyMaM42Nxm
198,"IV. Sweatpants","Childish Gambino",516819,https://open.spotify.com/track/2rmq49FcJ4U3wh1Z7C9UxE
199,Ride,"Twenty One Pilots",512887,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
200,"One Hell Of An Amen","Brantley Gilbert",511296,https://open.spotify.com/track/2XEl9DfBj88c8p2bdfx1qu
Position,"Track Name",Artist,Streams,URL
1,"Can't Feel My Face","The Weeknd",5603245,https://open.spotify.com/track/6FXNfYIY6iEeCKuIeSYWgg
2,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,4662259,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
3,"The Hills","The Weeknd",4478650,https://open.spotify.com/track/2HNcNd5RPZ7DSRNbIl6JsP
4,"Lean On (feat. MØ & DJ Snake)","Major Lazer",4068019,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
5,"679 (feat. Remy Boyz)","Fetty Wap",3981104,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
6,"Trap Queen","Fetty Wap",3783813,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
7,"Where Are Ü Now (with Justin Bieber)","Jack Ü",3464741,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
8,"Good For You","Selena Gomez",3423340,https://open.spotify.com/track/2LcB304HDrCx8WVDEQn7CK
9,"Watch Me (Whip / Nae Nae)",Silentó,3017866,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
10,"See You Again (feat. Charlie Puth)","Wiz Khalifa",2978016,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
11,"You Know You Like It - DJ Snake Remix",AlunaGeorge,2656026,https://open.spotify.com/track/4HfykP9fjZZJC3WBwFArb4
12,"Want to Want Me","Jason Derulo",2636169,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
13,"All Eyes On You (feat. Chris Brown & Nicki Minaj)","Meek Mill",2634250,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
14,"R.I.C.O. (feat. Drake)","Meek Mill",2570970,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG
15,"Shut Up and Dance","WALK THE MOON",2356776,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
16,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",2351106,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
17,"Fight Song","Rachel Platten",2288805,https://open.spotify.com/track/6bRbeEgg8v8BQ0HuVuPE7v
18,"Worth It","Fifth Harmony",2285841,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
19,"Talking Body","Tove Lo",2227959,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
20,Photograph,"Ed Sheeran",2222555,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
21,"Slow Motion","Trey Songz",2221531,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT
22,"Cool for the Summer","Demi Lovato",2218414,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT
23,"Bitch Better Have My Money",Rihanna,2185979,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
24,"Honey, I'm Good.","Andy Grammer",2130034,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
25,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,2011124,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
26,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",1968763,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
27,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",1936959,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
28,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",1928047,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ
29,"The Night Is Still Young","Nicki Minaj",1908542,https://open.spotify.com/track/4bBrKDo8rchikwZOtmXbIH
30,"She's Kinda Hot","5 Seconds of Summer",1859153,https://open.spotify.com/track/56nMXANwYgYPBqGX9uEH2M
31,Sugar,"Maroon 5",1823055,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
32,"Thinking Out Loud","Ed Sheeran",1817011,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
33,Fun,Pitbull,1792753,https://open.spotify.com/track/6Zo3wgDE076K2AuiGZF3CS
34,"Nasty Freestyle",T-Wayne,1791584,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
35,"How Deep Is Your Love","Calvin Harris",1747318,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
36,"Uptown Funk","Mark Ronson",1722224,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
37,"My Way (feat. Monty)","Fetty Wap",1685153,https://open.spotify.com/track/7zpZQzTwWBN0eOsmb4WPH3
38,Energy,Drake,1646419,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW
39,"Classic Man",Jidenna,1644422,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9
40,"Elastic Heart",Sia,1626251,https://open.spotify.com/track/6kwAbEjseqBob48jCus7Sz
